bin,name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
646,g2321.t1,chr2R,-,8010630,8013300,8010811,8012728,8,"8010630,8011205,8011400,8011642,8011865,8012059,8012346,8013071,","8011141,8011311,8011581,8011795,8012002,8012282,8012880,8013300,",0,g2321,cmpl,cmpl,"0,2,1,1,2,1,0,-1,"
646,g2322.t1,chr2R,+,8030440,8042510,8031957,8042000,6,"8030440,8031940,8033304,8034290,8041192,8042266,","8030990,8032244,8033423,8034540,8042016,8042510,",0,g2322,cmpl,cmpl,"-1,0,2,1,2,-1,"
646,g2323.t1,chr2R,-,8052473,8062740,8054362,8057331,6,"8052473,8054342,8054904,8055731,8056161,8062594,","8053313,8054842,8055033,8056094,8057331,8062740,",0,g2323,cmpl,cmpl,"-1,0,0,0,0,-1,"
646,g2324.t1,chr2R,+,8068340,8078548,8069898,8076676,14,"8068340,8069725,8070334,8070820,8072362,8073126,8073366,8073599,8073973,8075472,8075664,8075859,8076292,8078379,","8068366,8070279,8070512,8072238,8072778,8073234,8073471,8073700,8074500,8075607,8075790,8076108,8077292,8078548,",0,g2324,cmpl,cmpl,"-1,0,0,1,0,2,2,2,1,0,0,0,0,-1,"
646,g2325.t1,chr2R,-,8078987,8080050,8079317,8079950,1,"8078987,","8080050,",0,g2325,cmpl,cmpl,"0,"
646,g2326.t1,chr2R,-,8080573,8082200,8080839,8082091,5,"8080573,8081030,8081273,8081861,8082014,","8080959,8081206,8081503,8081939,8082200,",0,g2326,cmpl,cmpl,"0,1,2,2,0,"
646,g2327.t1,chr2R,+,8082870,8089280,8083292,8089209,11,"8082870,8084457,8084691,8085046,8085699,8085981,8086326,8087574,8087914,8088574,8088955,","8083402,8084635,8084852,8085641,8085912,8086084,8086535,8087858,8088413,8088896,8089280,",0,g2327,cmpl,cmpl,"0,2,0,2,0,0,1,0,2,0,1,"
646,g2327.t3,chr2R,+,8082870,8091370,8083292,8091189,16,"8082870,8084457,8084691,8085046,8085699,8085981,8086326,8087574,8087914,8088485,8088574,8088955,8089712,8090504,8090779,8090935,","8083402,8084635,8084852,8085641,8085912,8086084,8086535,8087858,8088413,8088515,8088896,8089091,8090448,8090717,8090882,8091370,",0,g2327,cmpl,cmpl,"0,2,0,2,0,0,1,0,2,0,0,1,2,0,0,1,"
646,g2327.t2,chr2R,+,8083030,8089280,8083292,8089209,12,"8083030,8084457,8084691,8085046,8085699,8085981,8086326,8087574,8087914,8088485,8088574,8088955,","8083402,8084635,8084852,8085641,8085912,8086084,8086535,8087858,8088413,8088515,8088896,8089280,",0,g2327,cmpl,cmpl,"0,2,0,2,0,0,1,0,2,0,0,1,"
646,g2327.t4,chr2R,+,8089340,8091370,8089534,8091189,5,"8089340,8089704,8090504,8090779,8090935,","8089651,8090448,8090717,8090882,8091370,",0,g2327,cmpl,cmpl,"0,0,0,0,1,"
646,g2328.t1,chr2R,+,8091700,8096934,8095213,8096763,7,"8091700,8095078,8095595,8096013,8096303,8096534,8096691,","8092165,8095518,8095947,8096243,8096430,8096636,8096934,",0,g2328,cmpl,cmpl,"-1,0,2,0,2,0,0,"
646,g2329.t1,chr2R,-,8096951,8098430,8097066,8098290,1,"8096951,","8098430,",0,g2329,cmpl,cmpl,"0,"
646,g2330.t1,chr2R,+,8098780,8102475,8099563,8101904,3,"8098780,8099555,8100533,","8098853,8100475,8102475,",0,g2330,cmpl,cmpl,"-1,0,0,"
646,g2331.t1,chr2R,-,8102568,8105980,8102810,8105849,9,"8102568,8103182,8103522,8103966,8104161,8104452,8104690,8105212,8105524,","8103122,8103461,8103912,8104103,8104354,8104639,8105151,8105457,8105980,",0,g2331,cmpl,cmpl,"0,0,0,1,0,2,0,1,0,"
646,g2332.t1,chr2R,+,8106400,8107022,8106455,8106935,1,"8106400,","8107022,",0,g2332,cmpl,cmpl,"0,"
646,g2333.t1,chr2R,-,8114335,8122560,8115265,8122385,12,"8114335,8115529,8116131,8116266,8117164,8117344,8117887,8118408,8118913,8119322,8119547,8122256,","8115463,8115715,8116208,8117104,8117284,8117825,8118323,8118851,8119254,8119468,8119620,8122560,",0,g2333,cmpl,cmpl,"0,0,1,0,0,2,1,2,0,1,0,0,"
646,g2334.t1,chr2R,+,8123040,8125032,8123137,8124948,3,"8123040,8123419,8124609,","8123363,8124549,8125032,",0,g2334,cmpl,cmpl,"0,1,0,"
80,g2335.t1,chr2R,-,8124984,8127250,8125069,8127199,5,"8124984,8125266,8125532,8126923,8127178,","8125209,8125467,8126869,8127009,8127250,",0,g2335,cmpl,cmpl,"1,1,2,0,0,"
647,g2336.t1,chr2R,+,8127650,8128865,8127704,8128795,2,"8127650,8128323,","8128261,8128865,",0,g2336,cmpl,cmpl,"0,2,"
647,g2337.t1,chr2R,-,8129012,8131240,8129494,8131144,2,"8129012,8130710,","8130632,8131240,",0,g2337,cmpl,cmpl,"2,0,"
647,g2338.t1,chr2R,+,8131980,8134016,8132033,8133180,5,"8131980,8132389,8132941,8133137,8133614,","8132132,8132791,8133075,8133208,8134016,",0,g2338,cmpl,cmpl,"0,0,0,2,-1,"
647,g2339.t1,chr2R,-,8134379,8135080,8134509,8135011,2,"8134379,8134966,","8134896,8135080,",0,g2339,cmpl,cmpl,"0,0,"
647,g2340.t1,chr2R,-,8136987,8145960,8137486,8142822,13,"8136987,8138250,8138937,8139121,8139678,8139953,8140242,8140513,8140680,8141890,8142098,8142642,8144847,","8137682,8138592,8139041,8139622,8139890,8140176,8140371,8140616,8141820,8142028,8142307,8143074,8145960,",0,g2340,cmpl,cmpl,"2,2,0,0,1,0,0,2,2,2,0,0,-1,"
647,g2340.t2,chr2R,-,8136987,8145120,8137486,8142822,13,"8136987,8138250,8138937,8139121,8139678,8139953,8140242,8140513,8140680,8141890,8142098,8142642,8144847,","8137682,8138592,8139041,8139622,8139890,8140149,8140371,8140616,8141820,8142028,8142307,8143074,8145120,",0,g2340,cmpl,cmpl,"2,2,0,0,1,0,0,2,2,2,0,0,-1,"
647,g2341.t1,chr2R,-,8146922,8156530,8147272,8148283,2,"8146922,8156054,","8148338,8156530,",0,g2341,cmpl,cmpl,"0,-1,"
647,g2342.t1,chr2R,-,8159414,8163599,8159566,8163324,7,"8159414,8160054,8161934,8162300,8162487,8162769,8163321,","8160001,8160929,8162224,8162428,8162706,8163240,8163599,",0,g2342,cmpl,cmpl,"0,1,2,0,0,0,0,"
647,g2343.t1,chr2R,-,8164001,8164669,8164064,8164602,2,"8164001,8164567,","8164506,8164669,",0,g2343,cmpl,cmpl,"2,0,"
647,g2344.t1,chr2R,+,8164889,8167725,8164955,8167667,5,"8164889,8165106,8166115,8166908,8167513,","8165048,8165931,8166848,8167452,8167725,",0,g2344,cmpl,cmpl,"0,0,0,1,2,"
647,g2344.t3,chr2R,+,8164889,8170090,8164955,8169662,10,"8164889,8165106,8166115,8166908,8167513,8168079,8168189,8169128,8169244,8169503,","8165048,8165931,8166848,8167452,8167638,8168126,8169073,8169191,8169440,8170090,",0,g2344,cmpl,cmpl,"0,0,0,1,2,1,0,2,2,0,"
647,g2344.t2,chr2R,+,8167899,8170090,8168042,8169662,5,"8167899,8168189,8169128,8169244,8169503,","8168126,8169073,8169191,8169440,8170090,",0,g2344,cmpl,cmpl,"0,0,2,2,0,"
647,g2345.t1,chr2R,+,8170189,8172364,8170292,8172344,2,"8170189,8171173,","8171113,8172364,",0,g2345,cmpl,cmpl,"0,2,"
647,g2346.t1,chr2R,-,8172366,8184679,8172494,8173497,5,"8172366,8173172,8173479,8181283,8184626,","8172771,8173369,8173498,8181811,8184679,",0,g2346,cmpl,cmpl,"2,0,0,-1,-1,"
647,g2347.t1,chr2R,-,8204888,8205909,8204972,8205683,1,"8204888,","8205909,",0,g2347,cmpl,cmpl,"0,"
647,g2348.t1,chr2R,+,8206339,8226423,8206517,8225415,21,"8206339,8209499,8209713,8210084,8210400,8210974,8211526,8212330,8213465,8215284,8215645,8216059,8216383,8218777,8219518,8221645,8222093,8222978,8223610,8225000,8225262,","8206740,8209625,8209836,8210336,8210724,8211351,8212272,8213398,8215224,8215580,8216001,8216328,8218498,8219447,8221556,8222032,8222907,8223543,8224943,8225127,8226423,",0,g2348,cmpl,cmpl,"0,1,1,1,1,1,0,2,2,0,2,1,0,0,1,2,2,0,1,2,0,"
647,g2348.t2,chr2R,+,8206339,8226423,8206541,8225415,21,"8206339,8209499,8209713,8210084,8210400,8210974,8211526,8212330,8213465,8215284,8215645,8216059,8216383,8218777,8219518,8221645,8222093,8222978,8223610,8225000,8225262,","8206740,8209625,8209836,8210336,8210724,8211351,8212272,8213398,8215224,8215580,8216001,8216328,8218498,8219447,8221556,8222032,8222907,8223543,8224943,8225127,8226423,",0,g2348,cmpl,cmpl,"0,1,1,1,1,1,0,2,2,0,2,1,0,0,1,2,2,0,1,2,0,"
647,g2349.t1,chr2R,-,8227988,8228719,8228198,8228615,1,"8227988,","8228719,",0,g2349,cmpl,cmpl,"0,"
647,g2350.t1,chr2R,-,8228969,8233819,8229416,8232048,4,"8228969,8231598,8231922,8233603,","8230502,8231694,8232236,8233819,",0,g2350,cmpl,cmpl,"0,0,0,-1,"
647,g2351.t1,chr2R,+,8237409,8240321,8238056,8239676,1,"8237409,","8240321,",0,g2351,cmpl,cmpl,"0,"
647,g2352.t1,chr2R,+,8254179,8256957,8254255,8256736,3,"8254179,8254901,8256071,","8254477,8255604,8256957,",0,g2352,cmpl,cmpl,"0,0,1,"
648,g2353.t1,chr2R,+,8260049,8260475,8260083,8260416,1,"8260049,","8260475,",0,g2353,cmpl,cmpl,"0,"
648,g2354.t1,chr2R,-,8260651,8269639,8260864,8269308,12,"8260651,8262870,8263626,8265973,8266314,8266540,8267063,8267689,8268119,8268372,8268692,8269086,","8261231,8263171,8264322,8266257,8266483,8266973,8267213,8268062,8268285,8268471,8269017,8269639,",0,g2354,cmpl,cmpl,"2,1,1,2,1,0,0,2,1,1,0,0,"
648,g2355.t1,chr2R,+,8310649,8322202,8321695,8321996,3,"8310649,8321401,8321765,","8310765,8321713,8322202,",0,g2355,cmpl,cmpl,"-1,0,0,"
648,g2356.t1,chr2R,+,8346468,8359451,8347311,8359357,5,"8346468,8347228,8347981,8358597,8359349,","8346612,8347325,8348294,8359216,8359451,",0,g2356,cmpl,cmpl,"-1,0,2,0,1,"
648,g2357.t1,chr2R,-,8359468,8362298,8359512,8362099,4,"8359468,8361002,8361327,8361500,","8360884,8361030,8361434,8362298,",0,g2357,cmpl,cmpl,"2,1,2,0,"
648,g2358.t1,chr2R,-,8362356,8363178,8362512,8363037,1,"8362356,","8363178,",0,g2358,cmpl,cmpl,"0,"
648,g2359.t1,chr2R,-,8363283,8365338,8363490,8365289,2,"8363283,8364558,","8364346,8365338,",0,g2359,cmpl,cmpl,"2,0,"
648,g2360.t1,chr2R,-,8365551,8366488,8365617,8366385,1,"8365551,","8366488,",0,g2360,cmpl,cmpl,"0,"
648,g2361.t1,chr2R,-,8368388,8369998,8368575,8369920,2,"8368388,8369006,","8368789,8369998,",0,g2361,cmpl,cmpl,"2,0,"
648,g2362.t1,chr2R,+,8370978,8372188,8371251,8371992,1,"8370978,","8372188,",0,g2362,cmpl,cmpl,"0,"
1,g2363.t1,chr2R,+,8382128,8396391,8387464,8395559,11,"8382128,8387458,8387755,8389086,8390179,8391500,8393556,8395030,8395210,8395434,8395843,","8382255,8387500,8388221,8389506,8391446,8391736,8393737,8395114,8395359,8395612,8396391,",0,g2363,cmpl,cmpl,"-1,0,0,1,1,2,1,2,2,1,-1,"
649,g2364.t1,chr2R,-,8396396,8411168,8396573,8404372,6,"8396396,8396702,8396927,8397613,8403890,8411096,","8396640,8396865,8397355,8398159,8404375,8411168,",0,g2364,cmpl,cmpl,"2,1,2,2,0,-1,"
649,g2364.t2,chr2R,-,8396396,8420258,8396573,8417634,9,"8396396,8396702,8396927,8397613,8403890,8416208,8417435,8417623,8420086,","8396640,8396865,8397355,8398159,8404334,8416340,8417537,8417682,8420258,",0,g2364,cmpl,cmpl,"2,1,2,2,2,2,2,0,-1,"
649,g2365.t1,chr2R,+,8420928,8428545,8421110,8428306,5,"8420928,8421356,8427578,8427992,8428283,","8421296,8421609,8427799,8428146,8428545,",0,g2365,cmpl,cmpl,"0,0,1,0,1,"
649,g2366.t1,chr2R,-,8430640,8434578,8430744,8434533,5,"8430640,8431189,8433073,8434229,8434521,","8431125,8431245,8433309,8434459,8434578,",0,g2366,cmpl,cmpl,"0,1,2,0,0,"
649,g2367.t1,chr2R,+,8435448,8436009,8435488,8435883,2,"8435448,8435556,","8435500,8436009,",0,g2367,cmpl,cmpl,"0,0,"
649,g2368.t1,chr2R,+,8437648,8438228,8437695,8438091,2,"8437648,8437764,","8437707,8438228,",0,g2368,cmpl,cmpl,"0,0,"
649,g2369.t1,chr2R,-,8439405,8442968,8439487,8442752,9,"8439405,8439754,8439991,8440349,8440570,8440754,8441381,8441714,8442586,","8439699,8439937,8440232,8440511,8440697,8440824,8441661,8441824,8442968,",0,g2369,cmpl,cmpl,"1,1,0,0,2,1,0,1,0,"
649,g2370.t1,chr2R,+,8444618,8447167,8444770,8447022,6,"8444618,8445357,8445533,8445941,8446371,8446606,","8444930,8445467,8445883,8446311,8446546,8447167,",0,g2370,cmpl,cmpl,"0,1,0,2,0,1,"
649,g2371.t2,chr2R,+,8447328,8449663,8447502,8449621,6,"8447328,8447932,8448102,8448526,8448961,8449190,","8447662,8448042,8448452,8448896,8449136,8449663,",0,g2371,cmpl,cmpl,"0,1,0,2,0,1,"
649,g2371.t1,chr2R,+,8447448,8449663,8447613,8449621,6,"8447448,8447932,8448102,8448526,8448961,8449190,","8447662,8448042,8448452,8448896,8449136,8449663,",0,g2371,cmpl,cmpl,"0,1,0,2,0,1,"
649,g2372.t1,chr2R,-,8449673,8452128,8449735,8452007,3,"8449673,8450088,8450554,","8449984,8450201,8452128,",0,g2372,cmpl,cmpl,"0,1,0,"
649,g2373.t1,chr2R,+,8453378,8455570,8453648,8455472,3,"8453378,8455211,8455399,","8455150,8455340,8455570,",0,g2373,cmpl,cmpl,"0,2,2,"
649,g2374.t1,chr2R,-,8455903,8458008,8455942,8457856,4,"8455903,8456071,8456280,8457708,","8456009,8456215,8457646,8458008,",0,g2374,cmpl,cmpl,"2,2,1,0,"
649,g2375.t2,chr2R,+,8458778,8460886,8458823,8460847,5,"8458778,8459696,8459809,8460094,8460627,","8459635,8459753,8460008,8460546,8460886,",0,g2375,cmpl,cmpl,"0,2,2,0,2,"
649,g2375.t3,chr2R,+,8458778,8467189,8458823,8467122,14,"8458778,8459696,8459809,8460094,8460627,8462889,8463112,8463630,8464144,8464652,8464863,8465343,8466390,8467055,","8459635,8459753,8460008,8460546,8460766,8463055,8463573,8464083,8464599,8464796,8465005,8466312,8466986,8467189,",0,g2375,cmpl,cmpl,"0,2,2,0,2,0,1,0,0,2,2,0,0,2,"
649,g2375.t1,chr2R,+,8462788,8467294,8462844,8467122,9,"8462788,8463112,8463630,8464144,8464652,8464863,8465343,8466390,8467055,","8463055,8463573,8464083,8464599,8464796,8465005,8466312,8466986,8467294,",0,g2375,cmpl,cmpl,"0,1,0,0,2,2,0,0,2,"
649,g2376.t1,chr2R,-,8469431,8471665,8469548,8471493,3,"8469431,8469710,8470078,","8469633,8469854,8471665,",0,g2376,cmpl,cmpl,"2,2,0,"
649,g2377.t1,chr2R,+,8471955,8474254,8471982,8473943,4,"8471955,8473140,8473655,8473876,","8473083,8473595,8473799,8474254,",0,g2377,cmpl,cmpl,"0,0,2,2,"
649,g2378.t1,chr2R,-,8474730,8493855,8476467,8493809,17,"8474730,8476439,8479323,8479852,8480180,8480424,8481216,8481643,8481947,8482605,8482855,8483131,8483602,8486157,8486817,8489216,8493220,","8474984,8476659,8479475,8480066,8480343,8480559,8481407,8481777,8482097,8482712,8483027,8483282,8483745,8486302,8486988,8489359,8493855,",0,g2378,cmpl,cmpl,"-1,0,1,0,2,2,0,1,1,2,1,0,1,0,0,1,0,"
81,g2378.t2,chr2R,-,8474730,8565975,8476467,8565666,20,"8474730,8476435,8479323,8479852,8480180,8480424,8481216,8481643,8481947,8482605,8482855,8483131,8483602,8486157,8486817,8489216,8493220,8521113,8564504,8564825,","8474984,8476659,8479475,8480066,8480343,8480559,8481407,8481777,8482097,8482712,8483027,8483240,8483745,8486302,8486988,8489359,8494180,8521701,8564768,8565975,",0,g2378,cmpl,cmpl,"-1,0,1,0,2,2,0,1,1,2,1,0,1,0,0,1,1,1,1,0,"
649,g2379.t1,chr2R,+,8507765,8515210,8510616,8515044,4,"8507765,8510613,8514802,8514927,","8508236,8510676,8514853,8515210,",0,g2379,cmpl,cmpl,"-1,0,0,0,"
650,g2380.t1,chr2R,+,8569905,8572142,8570530,8572012,1,"8569905,","8572142,",0,g2380,cmpl,cmpl,"0,"
650,g2381.t1,chr2R,-,8573366,8584135,8573674,8582290,11,"8573366,8574076,8574588,8574856,8575067,8575474,8576184,8580835,8581022,8582183,8583494,","8573999,8574260,8574794,8575004,8575385,8575816,8577387,8580910,8582086,8582319,8584135,",0,g2381,cmpl,cmpl,"2,1,2,1,1,1,1,1,2,0,-1,"
650,g2382.t1,chr2R,+,8590495,8592040,8590569,8591820,3,"8590495,8591022,8591564,","8590590,8591084,8592040,",0,g2382,cmpl,cmpl,"0,0,2,"
650,g2383.t1,chr2R,+,8592185,8592967,8592320,8592904,4,"8592185,8592495,8592641,8592833,","8592444,8592584,8592774,8592967,",0,g2383,cmpl,cmpl,"0,1,0,1,"
650,g2383.t2,chr2R,+,8592405,8592967,8592476,8592904,3,"8592405,8592641,8592833,","8592584,8592774,8592967,",0,g2383,cmpl,cmpl,"0,0,1,"
650,g2384.t2,chr2R,-,8593843,8594995,8594164,8594863,2,"8593843,8594848,","8594641,8594995,",0,g2384,cmpl,cmpl,"0,0,"
650,g2384.t3,chr2R,-,8593843,8599745,8594164,8599635,6,"8593843,8597704,8598112,8598571,8599270,8599471,","8594641,8597847,8598289,8599007,8599403,8599745,",0,g2384,cmpl,cmpl,"0,1,1,0,2,0,"
650,g2384.t1,chr2R,-,8597526,8599745,8597686,8599635,5,"8597526,8598112,8598571,8599270,8599471,","8597847,8598289,8599007,8599403,8599745,",0,g2384,cmpl,cmpl,"1,1,0,2,0,"
650,g2385.t1,chr2R,+,8600385,8611238,8600581,8610888,5,"8600385,8608311,8609049,8609454,8609913,","8601229,8608521,8609394,8609847,8611238,",0,g2385,cmpl,cmpl,"0,0,0,0,0,"
650,g2386.t1,chr2R,-,8611821,8614075,8611893,8613911,2,"8611821,8613033,","8612059,8614075,",0,g2386,cmpl,cmpl,"2,0,"
650,g2387.t1,chr2R,+,8615665,8623684,8616107,8623507,12,"8615665,8615902,8616326,8616699,8618233,8618518,8618787,8620509,8620730,8621029,8621192,8623041,","8615750,8616156,8616516,8618171,8618461,8618729,8619028,8620675,8620960,8621127,8622977,8623684,",0,g2387,cmpl,cmpl,"-1,0,1,2,1,1,2,0,1,0,2,2,"
650,g2388.t1,chr2R,+,8625475,8626180,8625525,8626102,2,"8625475,8625627,","8625575,8626180,",0,g2388,cmpl,cmpl,"0,2,"
650,g2389.t1,chr2R,-,8626182,8627495,8626435,8627431,1,"8626182,","8627495,",0,g2389,cmpl,cmpl,"0,"
650,g2390.t1,chr2R,+,8627865,8630137,8628041,8630075,1,"8627865,","8630137,",0,g2390,cmpl,cmpl,"0,"
650,g2391.t1,chr2R,-,8630220,8638715,8630305,8631704,6,"8630220,8631071,8631632,8632547,8637746,8638677,","8631013,8631506,8631704,8633127,8638211,8638715,",0,g2391,cmpl,cmpl,"0,0,0,-1,-1,-1,"
81,g2392.t1,chr2R,+,8646904,8668558,8650421,8664336,11,"8646904,8647504,8649292,8659951,8660842,8662907,8663178,8663565,8665594,8667578,8668261,","8647043,8647944,8650550,8660505,8662769,8663115,8663450,8665436,8665761,8667701,8668558,",0,g2392,cmpl,cmpl,"-1,-1,0,0,2,0,1,0,-1,-1,-1,"
651,g2393.t1,chr2R,+,8671804,8681929,8674848,8681605,12,"8671804,8674820,8676471,8678429,8678927,8679263,8679503,8680011,8680548,8680784,8681109,8681450,","8672278,8674871,8676607,8678868,8679134,8679345,8679613,8680486,8680721,8681048,8681385,8681929,",0,g2393,cmpl,cmpl,"-1,0,2,0,1,1,2,1,2,1,1,1,"
651,g2393.t2,chr2R,+,8676014,8681929,8676472,8681605,11,"8676014,8676471,8678429,8678927,8679263,8679503,8680011,8680548,8680784,8681109,8681450,","8676334,8676607,8678868,8679134,8679345,8679613,8680486,8680721,8681048,8681385,8681929,",0,g2393,cmpl,cmpl,"-1,0,0,1,1,2,1,2,1,1,1,"
651,g2393.t3,chr2R,+,8676014,8681929,8676472,8681605,11,"8676014,8676471,8678429,8678927,8679263,8679503,8680011,8680548,8680784,8681109,8681450,","8676208,8676607,8678868,8679134,8679345,8679613,8680486,8680721,8681048,8681385,8681929,",0,g2393,cmpl,cmpl,"-1,0,0,1,1,2,1,2,1,1,1,"
651,g2394.t1,chr2R,+,8691454,8692874,8691558,8692284,1,"8691454,","8692874,",0,g2394,cmpl,cmpl,"0,"
651,g2395.t1,chr2R,-,8693741,8695684,8693834,8695235,3,"8693741,8694779,8695559,","8694713,8695251,8695684,",0,g2395,cmpl,cmpl,"0,0,-1,"
651,g2396.t1,chr2R,+,8696304,8698579,8696618,8698525,2,"8696304,8697649,","8697122,8698579,",0,g2396,cmpl,cmpl,"0,0,"
651,g2397.t1,chr2R,-,8700697,8701724,8700746,8701628,1,"8700697,","8701724,",0,g2397,cmpl,cmpl,"0,"
651,g2398.t1,chr2R,+,8701864,8704437,8701914,8704397,6,"8701864,8702534,8703051,8703606,8703813,8704101,","8702201,8702998,8703537,8703755,8704048,8704437,",0,g2398,cmpl,cmpl,"0,2,1,1,0,1,"
651,g2399.t1,chr2R,-,8707020,8709204,8707077,8709127,8,"8707020,8707416,8707720,8707919,8708495,8708626,8709011,8709172,","8707361,8707651,8707860,8708426,8708570,8708952,8709128,8709204,",0,g2399,cmpl,cmpl,"1,0,1,1,1,2,0,-1,"
651,g2400.t1,chr2R,+,8709724,8710362,8709762,8710320,1,"8709724,","8710362,",0,g2400,cmpl,cmpl,"0,"
651,g2401.t1,chr2R,-,8710365,8712754,8710397,8712687,7,"8710365,8710867,8711154,8711451,8711996,8712132,8712514,","8710681,8711102,8711294,8711937,8712071,8712458,8712754,",0,g2401,cmpl,cmpl,"1,0,1,1,1,2,0,"
651,g2401.t2,chr2R,-,8710365,8713024,8710397,8712913,9,"8710365,8710867,8711154,8711451,8711996,8712132,8712514,8712789,8712876,","8710681,8711102,8711294,8711937,8712071,8712458,8712735,8712821,8713024,",0,g2401,cmpl,cmpl,"1,0,1,1,1,2,0,1,0,"
651,g2402.t1,chr2R,+,8713304,8714071,8713475,8714033,1,"8713304,","8714071,",0,g2402,cmpl,cmpl,"0,"
651,g2403.t1,chr2R,+,8715944,8717583,8716966,8717521,2,"8715944,8716714,","8716069,8717583,",0,g2403,cmpl,cmpl,"-1,0,"
651,g2404.t1,chr2R,-,8718017,8723864,8718693,8723409,6,"8718017,8719645,8719842,8720157,8723256,8723705,","8719489,8719784,8720061,8721409,8723452,8723864,",0,g2404,cmpl,cmpl,"2,1,1,0,0,-1,"
651,g2404.t2,chr2R,-,8718387,8723854,8718693,8723430,6,"8718387,8719645,8719842,8720157,8723256,8723705,","8719489,8719784,8720061,8721409,8723452,8723854,",0,g2404,cmpl,cmpl,"2,1,1,0,0,-1,"
651,g2405.t1,chr2R,+,8723954,8729000,8726637,8728475,4,"8723954,8726576,8726829,8727847,","8724164,8726771,8727777,8729000,",0,g2405,cmpl,cmpl,"-1,0,2,2,"
651,g2406.t1,chr2R,-,8729591,8734474,8729726,8733876,8,"8729591,8730063,8730748,8731680,8732159,8732464,8732675,8733791,","8729879,8730688,8731612,8731811,8732405,8732618,8732880,8734474,",0,g2406,cmpl,cmpl,"0,2,2,0,0,2,1,0,"
651,g2407.t1,chr2R,+,8735834,8737787,8737426,8737630,2,"8735834,8737325,","8736408,8737787,",0,g2407,cmpl,cmpl,"-1,0,"
81,g2408.t3,chr2R,+,8744819,8888094,8746039,8887815,56,"8744819,8745454,8752408,8754356,8757335,8757578,8757798,8758313,8759111,8792733,8812758,8819580,8821731,8823668,8823939,8825906,8826142,8826547,8828927,8829789,8830439,8830872,8831326,8831665,8832032,8832703,8833792,8841356,8843083,8846766,8851939,8865855,8867003,8867144,8867597,8868181,8868365,8869843,8870582,8872219,8872478,8873294,8874667,8874934,8875356,8878137,8879217,8879508,8879856,8882303,8883053,8883621,8884226,8884382,8884870,8885135,","8744945,8746145,8754251,8754933,8757521,8757736,8758248,8758614,8759254,8793716,8813106,8819733,8821932,8823822,8824076,8826074,8826246,8827589,8829064,8829943,8830577,8831037,8831605,8831947,8832456,8832870,8833981,8841511,8843195,8846948,8852542,8866059,8867081,8867533,8868122,8868306,8869788,8870447,8870682,8872424,8873235,8874454,8874862,8875050,8877629,8878617,8879355,8879795,8881954,8882416,8883399,8883922,8884325,8884802,8885072,8888094,",0,g2408,cmpl,cmpl,"-1,0,1,2,0,0,2,2,0,2,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,2,1,1,0,1,0,0,0,0,2,2,1,2,0,1,2,0,2,2,1,0,0,0,2,0,2,0,1,1,1,2,"
651,g2408.t4,chr2R,+,8744829,8759587,8746039,8759300,9,"8744829,8745454,8752408,8754356,8757335,8757578,8757798,8758313,8759111,","8744875,8746145,8754251,8754933,8757521,8757736,8758248,8758614,8759587,",0,g2408,cmpl,cmpl,"-1,0,1,2,0,0,2,2,0,"
651,g2408.t5,chr2R,+,8744829,8759587,8746039,8759300,9,"8744829,8745454,8752408,8754356,8757335,8757578,8757798,8758313,8759111,","8744875,8746109,8754251,8754933,8757521,8757736,8758248,8758614,8759587,",0,g2408,cmpl,cmpl,"-1,0,1,2,0,0,2,2,0,"
652,g2408.t6,chr2R,+,8807259,8827758,8807752,8827621,10,"8807259,8810959,8812758,8819580,8821731,8823668,8823939,8825906,8826142,8826547,","8807773,8811089,8813106,8819733,8821932,8823822,8824076,8826074,8826243,8827758,",0,g2408,cmpl,cmpl,"0,0,1,1,1,1,2,1,1,0,"
652,g2408.t2,chr2R,+,8862529,8888094,8862956,8887815,26,"8862529,8865855,8867003,8867144,8867597,8868181,8868365,8869843,8870582,8872219,8872478,8873294,8874667,8874934,8875356,8878137,8879217,8879508,8879856,8882303,8883053,8883621,8884226,8884382,8884870,8885135,","8863010,8866059,8867081,8867533,8868122,8868306,8869788,8870447,8870682,8872424,8873235,8874454,8874862,8875050,8877629,8878617,8879355,8879795,8881954,8882416,8883399,8883922,8884325,8884802,8885072,8888094,",0,g2408,cmpl,cmpl,"0,0,0,0,2,2,1,2,0,1,2,0,2,2,1,0,0,0,2,0,2,0,1,1,1,2,"
652,g2408.t1,chr2R,+,8862539,8888094,8862956,8887815,26,"8862539,8865855,8867003,8867144,8867597,8868181,8868365,8869843,8870582,8872219,8872478,8873294,8874667,8874934,8875356,8878137,8879217,8879508,8879856,8882303,8883053,8883621,8884214,8884382,8884870,8885135,","8863010,8866059,8867081,8867533,8868122,8868306,8869788,8870447,8870682,8872424,8873235,8874454,8874862,8875050,8877629,8878617,8879355,8879795,8881954,8882416,8883399,8883922,8884325,8884802,8885072,8888094,",0,g2408,cmpl,cmpl,"0,0,0,0,2,2,1,2,0,1,2,0,2,2,1,0,0,0,2,0,2,0,1,1,1,2,"
652,g2409.t1,chr2R,-,8888858,8891399,8889036,8891300,3,"8888858,8889858,8891249,","8889795,8891118,8891399,",0,g2409,cmpl,cmpl,"0,0,0,"
