bin,chrom,chromStart,chromEnd,name,length,cpgNum,gcNum,perCpg,perGc,obsExp
710,chr2R,16485164,16485469,CpG: 24,305,24,156,15.7,51.1,1.2
710,chr2R,16491607,16493051,CpG: 100,1444,100,817,13.9,56.6,0.87
710,chr2R,16494867,16495506,CpG: 46,639,46,328,14.4,51.3,1.12
710,chr2R,16500014,16500226,CpG: 17,212,17,110,16,51.9,1.19
710,chr2R,16502955,16503225,CpG: 25,270,25,157,18.5,58.1,1.11
711,chr2R,16517023,16517382,CpG: 31,359,31,197,17.3,54.9,1.16
711,chr2R,16528917,16529187,CpG: 18,270,18,137,13.3,50.7,1.04
711,chr2R,16530789,16531048,CpG: 22,259,22,141,17,54.4,1.15
711,chr2R,16535226,16536734,CpG: 108,1508,108,887,14.3,58.8,0.83
711,chr2R,16549297,16549650,CpG: 29,353,29,192,16.4,54.4,1.12
711,chr2R,16554970,16555483,CpG: 36,513,36,259,14,50.5,1.1
711,chr2R,16559209,16559858,CpG: 47,649,47,330,14.5,50.8,1.13
711,chr2R,16563267,16563475,CpG: 16,208,16,111,15.4,53.4,1.08
711,chr2R,16565197,16565606,CpG: 33,409,33,218,16.1,53.3,1.14
711,chr2R,16568644,16570370,CpG: 122,1726,122,965,14.1,55.9,0.91
711,chr2R,16573284,16573674,CpG: 38,390,38,239,19.5,61.3,1.05
711,chr2R,16583211,16583529,CpG: 31,318,31,164,19.5,51.6,1.47
711,chr2R,16584397,16584763,CpG: 28,366,28,203,15.3,55.5,1.01
711,chr2R,16586098,16586620,CpG: 50,522,50,305,19.2,58.4,1.13
711,chr2R,16587352,16587563,CpG: 14,211,14,115,13.3,54.5,0.9
711,chr2R,16587660,16587938,CpG: 20,278,20,157,14.4,56.5,0.9
711,chr2R,16588665,16589136,CpG: 40,471,40,287,17,60.9,0.92
711,chr2R,16590369,16590584,CpG: 18,215,18,124,16.7,57.7,1.01
711,chr2R,16591096,16591638,CpG: 39,542,39,277,14.4,51.1,1.11
711,chr2R,16594340,16594607,CpG: 29,267,29,136,21.7,50.9,1.69
711,chr2R,16604212,16604442,CpG: 17,230,17,116,14.8,50.4,1.16
711,chr2R,16616165,16616836,CpG: 52,671,52,356,15.5,53.1,1.18
711,chr2R,16619267,16619649,CpG: 40,382,40,250,20.9,65.4,1.01
711,chr2R,16622331,16623122,CpG: 54,791,54,406,13.7,51.3,1.04
711,chr2R,16629112,16630261,CpG: 84,1149,84,660,14.6,57.4,0.89
711,chr2R,16631009,16631295,CpG: 25,286,25,165,17.5,57.7,1.08
711,chr2R,16632885,16634433,CpG: 110,1548,110,836,14.2,54,0.98
711,chr2R,16637918,16638615,CpG: 52,697,52,372,14.9,53.4,1.05
88,chr2R,16644922,16648764,CpG: 284,3842,284,2194,14.8,57.1,0.91
712,chr2R,16651194,16652702,CpG: 102,1508,102,826,13.5,54.8,0.9
712,chr2R,16655683,16655892,CpG: 19,209,19,120,18.2,57.4,1.11
712,chr2R,16656113,16656358,CpG: 19,245,19,140,15.5,57.1,0.95
712,chr2R,16656677,16657075,CpG: 32,398,32,233,16.1,58.5,0.94
712,chr2R,16669706,16669923,CpG: 22,217,22,117,20.3,53.9,1.42
712,chr2R,16672287,16672517,CpG: 16,230,16,118,13.9,51.3,1.06
712,chr2R,16674654,16674856,CpG: 16,202,16,123,15.8,60.9,0.85
712,chr2R,16682511,16682752,CpG: 22,241,22,131,18.3,54.4,1.24
712,chr2R,16684322,16684584,CpG: 20,262,20,138,15.3,52.7,1.1
712,chr2R,16685880,16686105,CpG: 20,225,20,125,17.8,55.6,1.16
712,chr2R,16687892,16688099,CpG: 18,207,18,112,17.4,54.1,1.2
712,chr2R,16692323,16693591,CpG: 85,1268,85,685,13.4,54,0.92
712,chr2R,16699204,16699553,CpG: 28,349,28,185,16,53,1.14
712,chr2R,16705535,16705884,CpG: 26,349,26,218,14.9,62.5,0.79
712,chr2R,16735544,16735798,CpG: 21,254,21,150,16.5,59.1,0.95
712,chr2R,16746155,16746451,CpG: 26,296,26,165,17.6,55.7,1.16
712,chr2R,16755914,16757149,CpG: 78,1235,78,650,12.6,52.6,0.91
712,chr2R,16759830,16760161,CpG: 25,331,25,167,15.1,50.5,1.21
712,chr2R,16772971,16773335,CpG: 26,364,26,220,14.3,60.4,0.78
712,chr2R,16774518,16775063,CpG: 36,545,36,296,13.2,54.3,0.91
712,chr2R,16775246,16775537,CpG: 21,291,21,149,14.4,51.2,1.11
713,chr2R,16777652,16777896,CpG: 18,244,18,131,14.8,53.7,1.07
713,chr2R,16779710,16782881,CpG: 225,3171,225,1823,14.2,57.5,0.86
713,chr2R,16790930,16791279,CpG: 25,349,25,191,14.3,54.7,0.96
713,chr2R,16799403,16799618,CpG: 18,215,18,109,16.7,50.7,1.31
713,chr2R,16826220,16826522,CpG: 20,302,20,173,13.2,57.3,0.81
713,chr2R,16828760,16829131,CpG: 38,371,38,200,20.5,53.9,1.43
713,chr2R,16829315,16829568,CpG: 21,253,21,129,16.6,51,1.29
713,chr2R,16830212,16830795,CpG: 54,583,54,303,18.5,52,1.37
713,chr2R,16839743,16840364,CpG: 45,621,45,311,14.5,50.1,1.16
713,chr2R,16847294,16847660,CpG: 32,366,32,185,17.5,50.5,1.41
713,chr2R,16850570,16850927,CpG: 31,357,31,212,17.4,59.4,0.99
713,chr2R,16852902,16853116,CpG: 16,214,16,126,15,58.9,0.86
713,chr2R,16853400,16853740,CpG: 25,340,25,175,14.7,51.5,1.11
713,chr2R,16854128,16855306,CpG: 85,1178,85,628,14.4,53.3,1.02
713,chr2R,16864588,16867214,CpG: 182,2626,182,1484,13.9,56.5,0.88
713,chr2R,16868206,16869032,CpG: 69,826,69,464,16.7,56.2,1.06
713,chr2R,16871334,16871730,CpG: 29,396,29,220,14.6,55.6,0.95
713,chr2R,16876731,16877931,CpG: 107,1200,107,716,17.8,59.7,1.01
713,chr2R,16883157,16883825,CpG: 50,668,50,394,15,59,0.86
713,chr2R,16884107,16884355,CpG: 18,248,18,142,14.5,57.3,0.89
713,chr2R,16886348,16886559,CpG: 16,211,16,109,15.2,51.7,1.14
713,chr2R,16889992,16890249,CpG: 19,257,19,133,14.8,51.8,1.13
713,chr2R,16893999,16894295,CpG: 31,296,31,176,20.9,59.5,1.19
713,chr2R,16902299,16902648,CpG: 28,349,28,184,16,52.7,1.16
713,chr2R,16905981,16906341,CpG: 29,360,29,187,16.1,51.9,1.21
714,chr2R,16910398,16910602,CpG: 17,204,17,115,16.7,56.4,1.06
714,chr2R,16921506,16921819,CpG: 32,313,32,159,20.4,50.8,1.59
714,chr2R,16923339,16923631,CpG: 23,292,23,148,15.8,50.7,1.24
714,chr2R,16924377,16924995,CpG: 47,618,47,322,15.2,52.1,1.13
714,chr2R,16928709,16929116,CpG: 29,407,29,213,14.3,52.3,1.04
714,chr2R,16948785,16948987,CpG: 17,202,17,111,16.8,55,1.11
714,chr2R,16950933,16951732,CpG: 59,799,59,428,14.8,53.6,1.03
714,chr2R,16952643,16953064,CpG: 31,421,31,215,14.7,51.1,1.13
714,chr2R,16954771,16955159,CpG: 35,388,35,225,18,58,1.09
714,chr2R,16957544,16958160,CpG: 48,616,48,337,15.6,54.7,1.05
714,chr2R,16989666,16990172,CpG: 34,506,34,269,13.4,53.2,0.97
714,chr2R,17000392,17001191,CpG: 51,799,51,406,12.8,50.8,0.99
714,chr2R,17005750,17006457,CpG: 57,707,57,381,16.1,53.9,1.11
714,chr2R,17006821,17007052,CpG: 21,231,21,134,18.2,58,1.12
714,chr2R,17008495,17008733,CpG: 21,238,21,123,17.6,51.7,1.34
714,chr2R,17009328,17010502,CpG: 95,1174,95,663,16.2,56.5,1.02
714,chr2R,17017008,17017795,CpG: 62,787,62,444,15.8,56.4,0.99
714,chr2R,17018630,17019498,CpG: 68,868,68,453,15.7,52.2,1.15
714,chr2R,17025857,17026117,CpG: 27,260,27,152,20.8,58.5,1.23
714,chr2R,17031276,17031839,CpG: 43,563,43,331,15.3,58.8,0.89
714,chr2R,17035553,17035952,CpG: 34,399,34,219,17,54.9,1.14
715,chr2R,17039499,17039724,CpG: 20,225,20,115,17.8,51.1,1.37
715,chr2R,17041012,17041415,CpG: 31,403,31,224,15.4,55.6,1
715,chr2R,17042275,17043387,CpG: 74,1112,74,575,13.3,51.7,1
715,chr2R,17047516,17047863,CpG: 26,347,26,197,15,56.8,0.93
715,chr2R,17050250,17051164,CpG: 64,914,64,494,14,54,0.98
715,chr2R,17051750,17052221,CpG: 34,471,34,256,14.4,54.4,0.98
715,chr2R,17052685,17052966,CpG: 23,281,23,151,16.4,53.7,1.16
715,chr2R,17053912,17054293,CpG: 34,381,34,205,17.8,53.8,1.23
715,chr2R,17056996,17059204,CpG: 143,2208,143,1230,13,55.7,0.83
715,chr2R,17060148,17060784,CpG: 43,636,43,332,13.5,52.2,1
715,chr2R,17061141,17062835,CpG: 113,1694,113,905,13.3,53.4,0.94
715,chr2R,17067215,17067431,CpG: 16,216,16,126,14.8,58.3,0.88
715,chr2R,17067567,17068677,CpG: 91,1110,91,634,16.4,57.1,1.01
715,chr2R,17069286,17069572,CpG: 24,286,24,166,16.8,58,1.02
715,chr2R,17071188,17071754,CpG: 40,566,40,290,14.1,51.2,1.08
715,chr2R,17072089,17072897,CpG: 65,808,65,452,16.1,55.9,1.06
715,chr2R,17075710,17076409,CpG: 50,699,50,354,14.3,50.6,1.12
715,chr2R,17088762,17089942,CpG: 78,1180,78,602,13.2,51,1.02
715,chr2R,17090114,17090320,CpG: 15,206,15,114,14.6,55.3,0.96
715,chr2R,17091445,17091977,CpG: 43,532,43,275,16.2,51.7,1.24
715,chr2R,17093779,17094988,CpG: 84,1209,84,650,13.9,53.8,0.96
715,chr2R,17095734,17096233,CpG: 36,499,36,259,14.4,51.9,1.08
715,chr2R,17102870,17103677,CpG: 71,807,71,465,17.6,57.6,1.06
715,chr2R,17104497,17104713,CpG: 24,216,24,129,22.2,59.7,1.25
715,chr2R,17105777,17106034,CpG: 23,257,23,139,17.9,54.1,1.23
715,chr2R,17113684,17114201,CpG: 40,517,40,299,15.5,57.8,0.93
715,chr2R,17118796,17120241,CpG: 135,1445,135,915,18.7,63.3,0.95
715,chr2R,17121333,17121567,CpG: 21,234,21,120,17.9,51.3,1.43
715,chr2R,17122316,17122664,CpG: 29,348,29,178,16.7,51.1,1.27
715,chr2R,17124858,17126273,CpG: 137,1415,137,899,19.4,63.5,0.97
715,chr2R,17128023,17128239,CpG: 21,216,21,127,19.4,58.8,1.12
715,chr2R,17129987,17130271,CpG: 27,284,27,163,19,57.4,1.16
715,chr2R,17136443,17136666,CpG: 21,223,21,116,18.8,52,1.41
715,chr2R,17139651,17139926,CpG: 20,275,20,152,14.5,55.3,0.95
715,chr2R,17154858,17155128,CpG: 23,270,23,174,17,64.4,0.92
715,chr2R,17158451,17158862,CpG: 32,411,32,274,15.6,66.7,0.83
715,chr2R,17160128,17160706,CpG: 50,578,50,380,17.3,65.7,0.91
716,chr2R,17172866,17173181,CpG: 26,315,26,163,16.5,51.7,1.25
716,chr2R,17177962,17178171,CpG: 17,209,17,108,16.3,51.7,1.28
716,chr2R,17182716,17183257,CpG: 40,541,40,275,14.8,50.8,1.19
716,chr2R,17186773,17187031,CpG: 19,258,19,131,14.7,50.8,1.17
716,chr2R,17199012,17199369,CpG: 32,357,32,189,17.9,52.9,1.29
716,chr2R,17209613,17209834,CpG: 17,221,17,114,15.4,51.6,1.21
716,chr2R,17216368,17216898,CpG: 55,530,55,286,20.8,54,1.45
716,chr2R,17224098,17224535,CpG: 35,437,35,245,16,56.1,1.08
716,chr2R,17229075,17229649,CpG: 42,574,42,307,14.6,53.5,1.02
716,chr2R,17232821,17233196,CpG: 28,375,28,218,14.9,58.1,0.9
716,chr2R,17243336,17243681,CpG: 27,345,27,192,15.7,55.7,1.03
716,chr2R,17271670,17271892,CpG: 20,222,20,112,18,50.5,1.44
716,chr2R,17279716,17280262,CpG: 45,546,45,287,16.5,52.6,1.21
716,chr2R,17281315,17281679,CpG: 32,364,32,189,17.6,51.9,1.31
716,chr2R,17283805,17284226,CpG: 32,421,32,232,15.2,55.1,1.02
716,chr2R,17300683,17300904,CpG: 21,221,21,124,19,56.1,1.21
717,chr2R,17314756,17315058,CpG: 24,302,24,164,15.9,54.3,1.13
717,chr2R,17322223,17322509,CpG: 19,286,19,148,13.3,51.7,0.99
717,chr2R,17323183,17323532,CpG: 26,349,26,189,14.9,54.2,1.02
717,chr2R,17328409,17328872,CpG: 34,463,34,241,14.7,52.1,1.08
717,chr2R,17344543,17344995,CpG: 34,452,34,243,15,53.8,1.05
717,chr2R,17345762,17346056,CpG: 23,294,23,153,15.6,52,1.16
717,chr2R,17352148,17352396,CpG: 18,248,18,126,14.5,50.8,1.13
717,chr2R,17354038,17354474,CpG: 51,436,51,241,23.4,55.3,1.53
717,chr2R,17355842,17356048,CpG: 22,206,22,116,21.4,56.3,1.36
717,chr2R,17357203,17357532,CpG: 28,329,28,167,17,50.8,1.33
717,chr2R,17373728,17374758,CpG: 73,1030,73,619,14.2,60.1,0.83
717,chr2R,17382067,17382307,CpG: 18,240,18,121,15,50.4,1.32
717,chr2R,17388618,17388898,CpG: 20,280,20,145,14.3,51.8,1.07
717,chr2R,17398277,17398487,CpG: 21,210,21,110,20,52.4,1.46
717,chr2R,17403903,17404266,CpG: 24,363,24,208,13.2,57.3,0.81
717,chr2R,17405751,17406317,CpG: 41,566,41,295,14.5,52.1,1.07
717,chr2R,17408529,17408936,CpG: 27,407,27,232,13.3,57,0.82
717,chr2R,17409772,17410298,CpG: 38,526,38,283,14.4,53.8,1
717,chr2R,17413195,17413568,CpG: 30,373,30,223,16.1,59.8,0.9
717,chr2R,17414704,17418000,CpG: 222,3296,222,1793,13.5,54.4,0.91
717,chr2R,17418699,17418952,CpG: 21,253,21,144,16.6,56.9,1.03
717,chr2R,17419422,17419655,CpG: 20,233,20,121,17.2,51.9,1.27
717,chr2R,17421305,17421678,CpG: 32,373,32,189,17.2,50.7,1.35
717,chr2R,17423641,17423920,CpG: 26,279,26,157,18.6,56.3,1.21
717,chr2R,17426904,17427359,CpG: 38,455,38,246,16.7,54.1,1.16
718,chr2R,17432807,17433103,CpG: 22,296,22,163,14.9,55.1,0.99
718,chr2R,17434221,17434527,CpG: 30,306,30,166,19.6,54.2,1.33
718,chr2R,17438922,17439257,CpG: 27,335,27,169,16.1,50.4,1.27
718,chr2R,17440200,17440451,CpG: 27,251,27,161,21.5,64.1,1.05
718,chr2R,17446760,17447175,CpG: 34,415,34,227,16.4,54.7,1.1
718,chr2R,17450552,17450967,CpG: 35,415,35,228,16.9,54.9,1.12
718,chr2R,17462252,17462510,CpG: 24,258,24,138,18.6,53.5,1.36
718,chr2R,17463196,17464536,CpG: 113,1340,113,756,16.9,56.4,1.06
718,chr2R,17466553,17467004,CpG: 34,451,34,257,15.1,57,0.93
718,chr2R,17468375,17469071,CpG: 48,696,48,384,13.8,55.2,0.91
718,chr2R,17470578,17470842,CpG: 26,264,26,144,19.7,54.5,1.33
718,chr2R,17471216,17471472,CpG: 23,256,23,145,18,56.6,1.13
718,chr2R,17471855,17472198,CpG: 26,343,26,195,15.2,56.9,0.95
718,chr2R,17475594,17476091,CpG: 37,497,37,290,14.9,58.4,0.88
718,chr2R,17481344,17481874,CpG: 39,530,39,289,14.7,54.5,0.99
718,chr2R,17488737,17489115,CpG: 26,378,26,192,13.8,50.8,1.11
718,chr2R,17492473,17492715,CpG: 20,242,20,138,16.5,57,1.02
718,chr2R,17500072,17500583,CpG: 38,511,38,277,14.9,54.2,1.03
718,chr2R,17501296,17501702,CpG: 36,406,36,239,17.7,58.9,1.08
718,chr2R,17502579,17502877,CpG: 30,298,30,160,20.1,53.7,1.41
718,chr2R,17505773,17506007,CpG: 24,234,24,134,20.5,57.3,1.26
718,chr2R,17507577,17508524,CpG: 73,947,73,552,15.4,58.3,0.91
718,chr2R,17514311,17515517,CpG: 80,1206,80,677,13.3,56.1,0.85
718,chr2R,17521765,17522115,CpG: 31,350,31,192,17.7,54.9,1.19
718,chr2R,17524001,17526334,CpG: 154,2333,154,1297,13.2,55.6,0.86
718,chr2R,17527388,17528154,CpG: 60,766,60,414,15.7,54,1.07
718,chr2R,17529988,17530204,CpG: 25,216,25,131,23.1,60.6,1.31
718,chr2R,17531702,17532195,CpG: 36,493,36,251,14.6,50.9,1.13
718,chr2R,17540171,17542216,CpG: 126,2045,126,1115,12.3,54.5,0.83
718,chr2R,17546565,17546975,CpG: 39,410,39,251,19,61.2,1.03
718,chr2R,17549123,17549440,CpG: 23,317,23,168,14.5,53,1.11
718,chr2R,17554701,17555579,CpG: 70,878,70,504,15.9,57.4,0.98
718,chr2R,17557034,17557589,CpG: 52,555,52,325,18.7,58.6,1.1
718,chr2R,17557842,17558132,CpG: 25,290,25,153,17.2,52.8,1.24
718,chr2R,17561932,17562173,CpG: 21,241,21,136,17.4,56.4,1.09
719,chr2R,17569677,17570335,CpG: 41,658,41,349,12.5,53,0.89
719,chr2R,17573941,17574599,CpG: 46,658,46,338,14,51.4,1.06
719,chr2R,17582102,17582804,CpG: 53,702,53,387,15.1,55.1,0.99
719,chr2R,17583291,17584112,CpG: 60,821,60,441,14.6,53.7,1.01
719,chr2R,17585684,17585921,CpG: 19,237,19,125,16,52.7,1.15
719,chr2R,17586679,17587014,CpG: 26,335,26,182,15.5,54.3,1.06
719,chr2R,17587510,17588548,CpG: 69,1038,69,566,13.3,54.5,0.9
719,chr2R,17595950,17597737,CpG: 118,1787,118,961,13.2,53.8,0.92
719,chr2R,17600168,17602055,CpG: 141,1887,141,1057,14.9,56,0.96
719,chr2R,17602756,17603154,CpG: 31,398,31,211,15.6,53,1.11
719,chr2R,17608943,17609584,CpG: 46,641,46,370,14.4,57.7,0.86
719,chr2R,17611369,17611572,CpG: 23,203,23,132,22.7,65,1.07
719,chr2R,17633206,17633529,CpG: 26,323,26,167,16.1,51.7,1.22
719,chr2R,17638723,17639261,CpG: 50,538,50,277,18.6,51.5,1.41
719,chr2R,17640152,17640406,CpG: 19,254,19,131,15,51.6,1.14
719,chr2R,17654013,17654344,CpG: 25,331,25,196,15.1,59.2,0.88
719,chr2R,17666032,17668790,CpG: 217,2758,217,1520,15.7,55.1,1.04
719,chr2R,17669591,17669869,CpG: 20,278,20,142,14.4,51.1,1.1
719,chr2R,17670225,17670598,CpG: 28,373,28,211,15,56.6,0.94
719,chr2R,17671707,17672507,CpG: 53,800,53,419,13.2,52.4,0.97
719,chr2R,17675469,17675753,CpG: 20,284,20,155,14.1,54.6,0.95
719,chr2R,17675893,17676654,CpG: 65,761,65,423,17.1,55.6,1.11
719,chr2R,17688733,17689209,CpG: 39,476,39,246,16.4,51.7,1.23
719,chr2R,17691973,17692323,CpG: 27,350,27,177,15.4,50.6,1.21
720,chr2R,17704560,17705043,CpG: 45,483,45,288,18.6,59.6,1.05
720,chr2R,17706174,17708043,CpG: 140,1869,140,1067,15,57.1,0.92
720,chr2R,17711298,17711825,CpG: 46,527,46,276,17.5,52.4,1.27
720,chr2R,17719271,17719837,CpG: 47,566,47,310,16.6,54.8,1.11
720,chr2R,17725725,17726600,CpG: 66,875,66,480,15.1,54.9,1
720,chr2R,17733546,17733942,CpG: 30,396,30,206,15.2,52,1.13
720,chr2R,17735287,17737010,CpG: 138,1723,138,994,16,57.7,0.96
720,chr2R,17742511,17742718,CpG: 18,207,18,112,17.4,54.1,1.2
720,chr2R,17744580,17744813,CpG: 20,233,20,127,17.2,54.5,1.16
720,chr2R,17746358,17747959,CpG: 107,1601,107,829,13.4,51.8,1
720,chr2R,17748952,17750559,CpG: 108,1607,108,815,13.4,50.7,1.05
720,chr2R,17753595,17754008,CpG: 33,413,33,233,16,56.4,1.01
720,chr2R,17755768,17756401,CpG: 46,633,46,360,14.5,56.9,0.91
720,chr2R,17756950,17757480,CpG: 43,530,43,294,16.2,55.5,1.06
720,chr2R,17758095,17758549,CpG: 35,454,35,257,15.4,56.6,0.97
720,chr2R,17761143,17761366,CpG: 20,223,20,122,17.9,54.7,1.21
720,chr2R,17764661,17764998,CpG: 25,337,25,175,14.8,51.9,1.1
720,chr2R,17768604,17769162,CpG: 43,558,43,320,15.4,57.3,0.94
720,chr2R,17770454,17772316,CpG: 157,1862,157,1091,16.9,58.6,0.99
720,chr2R,17774387,17774617,CpG: 21,230,21,131,18.3,57,1.2
720,chr2R,17776161,17776694,CpG: 42,533,42,293,15.8,55,1.04
720,chr2R,17777508,17778908,CpG: 87,1400,87,729,12.4,52.1,0.92
720,chr2R,17781156,17781755,CpG: 42,599,42,302,14,50.4,1.1
720,chr2R,17784289,17785030,CpG: 50,741,50,379,13.5,51.1,1.03
720,chr2R,17786436,17786684,CpG: 18,248,18,139,14.5,56,0.93
720,chr2R,17788627,17789446,CpG: 65,819,65,438,15.9,53.5,1.12
720,chr2R,17790413,17791702,CpG: 89,1289,89,695,13.8,53.9,0.95
720,chr2R,17792601,17793064,CpG: 38,463,38,255,16.4,55.1,1.09
720,chr2R,17795122,17795535,CpG: 38,413,38,255,18.4,61.7,0.97
720,chr2R,17796160,17796485,CpG: 26,325,26,172,16,52.9,1.18
720,chr2R,17804170,17804390,CpG: 20,220,20,124,18.2,56.4,1.15
720,chr2R,17808322,17809638,CpG: 97,1316,97,730,14.7,55.5,0.96
720,chr2R,17810639,17811018,CpG: 31,379,31,204,16.4,53.8,1.16
720,chr2R,17811292,17811552,CpG: 25,260,25,144,19.2,55.4,1.25
720,chr2R,17815339,17816435,CpG: 90,1096,90,591,16.4,53.9,1.13
720,chr2R,17818224,17818659,CpG: 36,435,36,219,16.6,50.3,1.31
720,chr2R,17822333,17822849,CpG: 45,516,45,261,17.4,50.6,1.38
720,chr2R,17823332,17823709,CpG: 48,377,48,217,25.5,57.6,1.54
721,chr2R,17827410,17827987,CpG: 52,577,52,367,18,63.6,0.9
721,chr2R,17833408,17833842,CpG: 35,434,35,220,16.1,50.7,1.29
721,chr2R,17839043,17839796,CpG: 66,753,66,427,17.5,56.7,1.1
721,chr2R,17850955,17851433,CpG: 38,478,38,269,15.9,56.3,1.04
721,chr2R,17855134,17855455,CpG: 37,321,37,163,23.1,50.8,1.79
721,chr2R,17856865,17857792,CpG: 84,927,84,582,18.1,62.8,0.93
721,chr2R,17860709,17861186,CpG: 43,477,43,285,18,59.7,1.04
721,chr2R,17873732,17874013,CpG: 23,281,23,147,16.4,52.3,1.2
721,chr2R,17879658,17879861,CpG: 16,203,16,110,15.8,54.2,1.08
721,chr2R,17888822,17889457,CpG: 50,635,50,347,15.7,54.6,1.06
721,chr2R,17902602,17902814,CpG: 18,212,18,109,17,51.4,1.29
721,chr2R,17907674,17907880,CpG: 24,206,24,142,23.3,68.9,0.99
721,chr2R,17908890,17909254,CpG: 29,364,29,189,15.9,51.9,1.18
721,chr2R,17914702,17915342,CpG: 46,640,46,327,14.4,51.1,1.1
721,chr2R,17922983,17923200,CpG: 24,217,24,126,22.1,58.1,1.31
721,chr2R,17925016,17925460,CpG: 31,444,31,260,14,58.6,0.82
721,chr2R,17929629,17929945,CpG: 27,316,27,174,17.1,55.1,1.13
721,chr2R,17932833,17933072,CpG: 20,239,20,136,16.7,56.9,1.04
721,chr2R,17953518,17953730,CpG: 19,212,19,108,17.9,50.9,1.38
721,chr2R,17955659,17956137,CpG: 35,478,35,245,14.6,51.3,1.12
722,chr2R,17961004,17961307,CpG: 23,303,23,185,15.2,61.1,0.82
722,chr2R,17961685,17961894,CpG: 22,209,22,108,21.1,51.7,1.59
722,chr2R,17966879,17967190,CpG: 26,311,26,171,16.7,55,1.11
722,chr2R,17967392,17967642,CpG: 20,250,20,130,16,52,1.2
722,chr2R,17974748,17974982,CpG: 21,234,21,125,17.9,53.4,1.31
722,chr2R,17976677,17976905,CpG: 17,228,17,117,14.9,51.3,1.15
722,chr2R,17977450,17977804,CpG: 29,354,29,191,16.4,54,1.14
722,chr2R,17979354,17979599,CpG: 18,245,18,123,14.7,50.2,1.17
722,chr2R,17989491,17990171,CpG: 58,680,58,390,17.1,57.4,1.05
722,chr2R,17995398,17995642,CpG: 19,244,19,127,15.6,52,1.19
722,chr2R,18007631,18007908,CpG: 29,277,29,158,20.9,57,1.31
722,chr2R,18022417,18022651,CpG: 17,234,17,127,14.5,54.3,1
722,chr2R,18029823,18030063,CpG: 19,240,19,127,15.8,52.9,1.13
722,chr2R,18030302,18030518,CpG: 21,216,21,127,19.4,58.8,1.16
722,chr2R,18037318,18037723,CpG: 30,405,30,218,14.8,53.8,1.02
722,chr2R,18041739,18042060,CpG: 28,321,28,172,17.4,53.6,1.22
722,chr2R,18043214,18043805,CpG: 40,591,40,306,13.5,51.8,1.01
722,chr2R,18046447,18046701,CpG: 22,254,22,168,17.3,66.1,0.83
722,chr2R,18052791,18053189,CpG: 35,398,35,212,17.6,53.3,1.45
723,chr2R,18093030,18093432,CpG: 33,402,33,229,16.4,57,1.01
723,chr2R,18095077,18096086,CpG: 71,1009,71,511,14.1,50.6,1.1
723,chr2R,18098547,18100469,CpG: 136,1922,136,1011,14.2,52.6,1.02
723,chr2R,18101230,18101585,CpG: 31,355,31,204,17.5,57.5,1.06
723,chr2R,18102582,18103254,CpG: 49,672,49,381,14.6,56.7,0.94
723,chr2R,18104709,18104931,CpG: 17,222,17,117,15.3,52.7,1.1
723,chr2R,18113606,18113984,CpG: 26,378,26,192,13.8,50.8,1.11
723,chr2R,18120774,18122209,CpG: 110,1435,110,796,15.3,55.5,0.99
723,chr2R,18122486,18122815,CpG: 26,329,26,205,15.8,62.3,0.86
723,chr2R,18123778,18124052,CpG: 28,274,28,141,20.4,51.5,1.57
723,chr2R,18126244,18126907,CpG: 50,663,50,365,15.1,55.1,1
723,chr2R,18128365,18130073,CpG: 130,1708,130,888,15.2,52,1.13
723,chr2R,18131956,18132907,CpG: 72,951,72,503,15.1,52.9,1.08
723,chr2R,18133856,18134070,CpG: 20,214,20,126,18.7,58.9,1.09
723,chr2R,18135525,18137286,CpG: 132,1761,132,970,15,55.1,1.01
723,chr2R,18138300,18138764,CpG: 35,464,35,254,15.1,54.7,1.02
723,chr2R,18143450,18144726,CpG: 98,1276,98,731,15.4,57.3,0.94
723,chr2R,18147507,18147837,CpG: 30,330,30,196,18.2,59.4,1.03
723,chr2R,18174039,18174459,CpG: 34,420,34,249,16.2,59.3,0.92
723,chr2R,18176131,18177028,CpG: 81,897,81,505,18.1,56.3,1.14
723,chr2R,18177636,18178512,CpG: 69,876,69,487,15.8,55.6,1.02
723,chr2R,18179435,18180283,CpG: 58,848,58,425,13.7,50.1,1.09
723,chr2R,18182537,18183308,CpG: 58,771,58,424,15,55,1
723,chr2R,18185172,18185738,CpG: 52,566,52,311,18.4,54.9,1.22
723,chr2R,18191090,18191621,CpG: 47,531,47,301,17.7,56.7,1.1
723,chr2R,18193714,18194731,CpG: 73,1017,73,516,14.4,50.7,1.12
723,chr2R,18196554,18196893,CpG: 34,339,34,196,20.1,57.8,1.23
723,chr2R,18201962,18202468,CpG: 42,506,42,270,16.6,53.4,1.17
723,chr2R,18202729,18202958,CpG: 20,229,20,117,17.5,51.1,1.35
723,chr2R,18205588,18205864,CpG: 29,276,29,162,21,58.7,1.23
723,chr2R,18211758,18212593,CpG: 55,835,55,420,13.2,50.3,1.04
723,chr2R,18215166,18215389,CpG: 21,223,21,117,18.8,52.5,1.37
723,chr2R,18215601,18216130,CpG: 36,529,36,301,13.6,56.9,0.86
724,chr2R,18219197,18219482,CpG: 24,285,24,153,16.8,53.7,1.18
724,chr2R,18222534,18223184,CpG: 45,650,45,338,13.8,52,1.04
724,chr2R,18225612,18225888,CpG: 30,276,30,149,21.7,54,1.49
